FramesToBeEncoded, GOPSize, ScreenContentSignal, EnableRC, RCMode, TargetBitrate, InitialQP, EntropyCodingMode, SliceMode, SliceNum, MultipleThreadIdc, EnableLongTermReference, LoopFilterDisableIDC, SliceSize
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									1,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									1,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									1,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									1,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									1,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									2,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									2,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									2,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									2,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									2,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									2,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									4,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									4,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									4,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									4,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									4,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									4,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									8,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									8,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									8,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									8,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									8,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									3, 									0,									8,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									1,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									1,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									1,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									1,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									1,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									1,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									2,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									2,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									2,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									2,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									2,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									2,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									4,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									4,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									4,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									4,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									4,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									4,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									8,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									8,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									8,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									8,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									8,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								24,									0,									4, 									0,									8,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									0, 									0,									1,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									0, 									0,									1,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									0, 									0,									1,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									0, 									0,									1,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									0, 									0,									1,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									0, 									0,									1,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									1,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									1,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									1,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									1,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									1,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									1,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									2,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									2,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									2,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									2,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									2,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									2,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									4,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									4,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									4,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									4,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									4,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									4,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									8,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									8,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									8,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									8,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									8,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									4,									8,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									1,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									1,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									1,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									1,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									1,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									1,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									2,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									2,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									2,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									2,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									2,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									2,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									4,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									4,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									4,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									4,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									4,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									4,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									8,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									8,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									8,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									8,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									8,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									1, 									7,									8,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									1,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									1,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									1,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									1,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									1,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									1,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									2,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									2,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									2,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									2,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									2,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									2,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									4,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									4,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									4,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									4,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									4,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									4,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									8,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									8,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									8,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									8,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									8,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									2, 									0,									8,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									1,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									1,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									1,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									1,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									1,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									1,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									2,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									2,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									2,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									2,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									2,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									2,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									4,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									4,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									4,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									4,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									4,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									4,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									8,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									8,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									8,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									8,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									8,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									3, 									0,									8,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									1,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									1,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									1,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									1,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									1,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									1,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									2,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									2,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									2,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									2,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									2,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									2,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									4,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									4,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									4,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									4,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									4,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									4,						  0,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									8,						  1,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									8,						  1,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									8,						  1,						  2,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									8,						  0,						  0,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									8,						  0,						  1,						   1500
10 ,								 1 , 								0,								0,								0,								256,								36,									0,									4, 									0,									8,						  0,						  2,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									0, 									0,									1,						  1,						  0,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									0, 									0,									1,						  1,						  1,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									0, 									0,									1,						  1,						  2,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									0, 									0,									1,						  0,						  0,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									0, 									0,									1,						  0,						  1,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									0, 									0,									1,						  0,						  2,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									1,						  1,						  0,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									1,						  1,						  1,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									1,						  1,						  2,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									1,						  0,						  0,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									1,						  0,						  1,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									1,						  0,						  2,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									2,						  1,						  0,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									2,						  1,						  1,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									2,						  1,						  2,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									2,						  0,						  0,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									2,						  0,						  1,						   1500
10 ,								 1 , 								0,								1,								0,								100,								26,									0,									1, 									4,									2,						  0,						  2,						   1500
